product_id,product_name,rank,intent_id,intent_name,score,evidence,reason,ontology_version,labeling_run_id,model,created_at
P068,Luxury Chocolate Truffles,4,IN_WR_01,Personal Relaxation & Comfort,0.7,luxury chocolate truffles,Indulging in luxury chocolates can be a form of personal pampering and stress relief.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P068,Luxury Chocolate Truffles,5,IN_KDE_01,Cooking & Food Preparation,0.3,dark and milk chocolates,"While these are finished products, chocolate is a common ingredient in many food preparations.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P069,Red Wine (Premium),1,IN_KDE_02,Dining & Serveware,1.0,750ml bottle of full-bodied cabernet sauvignon for date nights,Wine is typically consumed during dining and enhances meal presentation or special occasions.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P069,Red Wine (Premium),2,IN_PEP_01,Event Hosting & Supplies,0.9,for date nights,Wine is often used to enhance celebrations or special events like date nights.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P069,Red Wine (Premium),3,IN_GSO_01,Thoughtful & Personalized Gifts,0.7,premium,Premium wine can be a thoughtful gift for various occasions.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P069,Red Wine (Premium),4,IN_WR_01,Personal Relaxation & Comfort,0.6,full-bodied cabernet sauvignon,Wine can be associated with relaxation and unwinding after a long day.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P069,Red Wine (Premium),5,IN_HDA_01,Enhancing Home Aesthetics,0.4,premium,A nice bottle of wine can contribute to the atmosphere and aesthetic of a home setting.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P070,Red Velvet Gift Box,1,IN_GSO_01,Thoughtful & Personalized Gifts,1.0,red velvet gift box | premium box of red velvet cupcakes with romantic message card,"This product is explicitly designed as a gift, often for special occasions.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P070,Red Velvet Gift Box,2,IN_PEP_01,Event Hosting & Supplies,0.9,red velvet cupcakes with romantic message card,Cupcakes and gift boxes are frequently used for celebrations and events.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P070,Red Velvet Gift Box,3,IN_KDE_02,Dining & Serveware,0.8,red velvet cupcakes,Cupcakes are food items served for dining or as a dessert.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P070,Red Velvet Gift Box,4,IN_HDA_01,Enhancing Home Aesthetics,0.6,red velvet gift box,A beautifully presented gift box can contribute to the aesthetic and atmosphere of a special occasion at home.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P070,Red Velvet Gift Box,5,IN_WR_01,Personal Relaxation & Comfort,0.5,red velvet cupcakes,Indulging in treats like cupcakes can be a form of personal comfort or relaxation.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P071,Dried Fruit Gift Box,1,IN_GSO_01,Thoughtful & Personalized Gifts,1.0,dried fruit gift box,"The product is explicitly labeled as a gift box, indicating its primary purpose.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P071,Dried Fruit Gift Box,2,IN_PEP_01,Event Hosting & Supplies,0.9,"assorted premium dates, nuts, and dried tropical fruits",Gift boxes of gourmet food are often presented or consumed during events and gatherings.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P071,Dried Fruit Gift Box,3,IN_KDE_02,Dining & Serveware,0.8,"assorted premium dates, nuts, and dried tropical fruits",These items are food products that can be served for dining or as snacks.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P071,Dried Fruit Gift Box,4,IN_WR_01,Personal Relaxation & Comfort,0.6,"premium dates, nuts, and dried tropical fruits",Enjoying gourmet snacks can contribute to personal comfort and relaxation.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P071,Dried Fruit Gift Box,5,IN_KDE_01,Cooking & Food Preparation,0.4,"dried tropical fruits, nuts","Dried fruits and nuts can be ingredients in cooking or baking, though this is less direct for a gift box.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P072,All-Purpose Flour (5lb),1,IN_KDE_01,Cooking & Food Preparation,1.0,all-purpose flour (5lb) | bleached white flour for general cooking,Flour is a fundamental ingredient used directly in food preparation and cooking.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P072,All-Purpose Flour (5lb),2,IN_KDE_02,Dining & Serveware,0.7,all-purpose flour,Flour is used to create dishes that are then served for dining.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P072,All-Purpose Flour (5lb),3,IN_ACH_01,Creative Pursuits & Supplies,0.5,all-purpose flour,"Baking with flour can be a creative hobby, and flour is used in various crafts like making dough.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P072,All-Purpose Flour (5lb),4,IN_WR_01,Personal Relaxation & Comfort,0.4,all-purpose flour,Baking and cooking with flour can be a relaxing and comforting activity for some individuals.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P072,All-Purpose Flour (5lb),5,IN_HOS_01,Efficient Home Organization,0.3,5lb,Storing bulk ingredients like flour efficiently is part of maintaining an organized kitchen.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P073,Table Salt (26oz),1,IN_KDE_01,Cooking & Food Preparation,1.0,everyday seasoning,Table salt is a fundamental supply used for seasoning food during preparation.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P073,Table Salt (26oz),2,IN_KDE_02,Dining & Serveware,0.8,everyday seasoning,Salt is commonly used at the table to enhance meals during dining.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P074,White Vinegar (1gal),1,IN_CHE_01,Home Cleaning & Maintenance,1.0,multipurpose liquid for cooking and cleaning,White vinegar is a widely used product for various household cleaning tasks.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P074,White Vinegar (1gal),2,IN_KDE_01,Cooking & Food Preparation,1.0,multipurpose liquid for cooking and cleaning,Vinegar is a versatile ingredient used in many food preparation and cooking recipes.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P074,White Vinegar (1gal),3,IN_SEL_01,Eco-Conscious Products & Practices,0.7,multipurpose liquid for cooking and cleaning,White vinegar is often chosen as an environmentally friendly alternative for household utility.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P074,White Vinegar (1gal),4,IN_HMS_01,Home Repairs & DIY,0.5,multipurpose liquid,"Vinegar can be used for maintenance tasks like descaling, fitting into home repair and DIY efforts.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P075,Nespresso Pods (50pk),1,IN_KDE_01,Cooking & Food Preparation,1.0,espresso capsules for home brewing,Brewing espresso from capsules is a direct form of beverage preparation at home.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P075,Nespresso Pods (50pk),2,IN_WR_01,Personal Relaxation & Comfort,0.7,espresso capsules for home brewing,"Coffee consumption, especially espresso, is often associated with personal comfort and relaxation.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P075,Nespresso Pods (50pk),3,IN_GSO_01,Thoughtful & Personalized Gifts,0.6,assorted intensity espresso capsules,An assorted pack of Nespresso pods can be a thoughtful gift for coffee enthusiasts.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P075,Nespresso Pods (50pk),4,IN_KDE_02,Dining & Serveware,0.5,espresso capsules for home brewing,"Espresso is a beverage often served and consumed, enhancing dining or social occasions.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P076,Organic Matcha Powder,1,IN_KDE_01,Cooking & Food Preparation,1.0,green tea powder,"Matcha powder is used to prepare a beverage, which is a form of food preparation.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P076,Organic Matcha Powder,2,IN_WR_01,Personal Relaxation & Comfort,0.9,ceremonial grade green tea powder,"Matcha tea is often consumed as part of a calming ritual, promoting personal relaxation.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P076,Organic Matcha Powder,3,IN_KDE_02,Dining & Serveware,0.7,green tea powder,"Matcha tea is a beverage that is served and consumed, enhancing meal or snack times.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P076,Organic Matcha Powder,4,IN_GSO_01,Thoughtful & Personalized Gifts,0.6,ceremonial grade green tea powder,"High-quality, ceremonial grade matcha can be a thoughtful gift for tea lovers.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P076,Organic Matcha Powder,5,IN_SEL_01,Eco-Conscious Products & Practices,0.5,organic matcha powder,The 'organic' label indicates an environmentally friendly product choice for personal consumption.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P077,Dried Mango Slices,1,IN_KDE_01,Cooking & Food Preparation,0.9,fruit snacks,Dried mango slices are a food item that can be consumed directly or used in food preparation.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P077,Dried Mango Slices,2,IN_SEL_01,Eco-Conscious Products & Practices,0.85,organic fruit snacks,The 'organic' label indicates an eco-conscious product choice.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P077,Dried Mango Slices,3,IN_CHE_02,Eco-Friendly Household Solutions,0.7,organic fruit snacks,"'Organic' aligns with environmentally friendly choices, extending to general household values.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P077,Dried Mango Slices,4,IN_WR_01,Personal Relaxation & Comfort,0.6,fruit snacks,Snacks can be part of a personal comfort or relaxation routine.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P077,Dried Mango Slices,5,IN_GSO_01,Thoughtful & Personalized Gifts,0.5,fruit snacks,Healthy or gourmet snacks can be given as thoughtful gifts.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P078,Roasted Almonds (Salted),1,IN_KDE_01,Cooking & Food Preparation,0.9,roasted almonds,Roasted almonds are a food item suitable for snacking or as an ingredient.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P078,Roasted Almonds (Salted),2,IN_WR_01,Personal Relaxation & Comfort,0.75,heart-healthy nuts,Healthy snacks contribute to personal well-being and comfort.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P078,Roasted Almonds (Salted),3,IN_GSO_01,Thoughtful & Personalized Gifts,0.65,family-sized bulk bag,A large bag of healthy nuts can be a practical and thoughtful gift.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P078,Roasted Almonds (Salted),4,IN_KDE_02,Dining & Serveware,0.6,roasted almonds,Nuts are often served as appetizers or part of a meal presentation.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P078,Roasted Almonds (Salted),5,IN_SEL_01,Eco-Conscious Products & Practices,0.5,heart-healthy nuts,Healthy food choices often align with a broader conscious and sustainable lifestyle.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P079,Sparkling Water (12pk),1,IN_KDE_01,Cooking & Food Preparation,0.9,sparkling water,Sparkling water is a beverage that can be consumed directly or used in drink preparation.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P079,Sparkling Water (12pk),2,IN_KDE_02,Dining & Serveware,0.85,sparkling water,Sparkling water is commonly served with meals or at social gatherings.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P079,Sparkling Water (12pk),3,IN_WR_01,Personal Relaxation & Comfort,0.75,lemon-flavored zero-calorie carbonated water,A refreshing beverage contributes to personal comfort and enjoyment.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P079,Sparkling Water (12pk),4,IN_PEP_01,Event Hosting & Supplies,0.7,12pk,A 12-pack of sparkling water is suitable for hosting guests or events.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P079,Sparkling Water (12pk),5,IN_SEL_01,Eco-Conscious Products & Practices,0.55,zero-calorie,"'Zero-calorie' suggests a health-conscious choice, which can align with a sustainable lifestyle.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P080,Cold Brew Concentrate,1,IN_KDE_01,Cooking & Food Preparation,0.95,cold brew concentrate,"This product is a base for making coffee, directly related to beverage preparation.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P080,Cold Brew Concentrate,2,IN_KDE_02,Dining & Serveware,0.8,cold brew concentrate,The prepared cold brew is a beverage served for dining or refreshment.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P080,Cold Brew Concentrate,3,IN_WR_01,Personal Relaxation & Comfort,0.75,"smooth, low-acid coffee base","Coffee is often consumed for personal comfort, enjoyment, or as part of a routine.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P080,Cold Brew Concentrate,4,IN_PEP_01,Event Hosting & Supplies,0.65,32oz bottle,A large bottle of coffee concentrate can be used when hosting guests.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P080,Cold Brew Concentrate,5,IN_GSO_01,Thoughtful & Personalized Gifts,0.6,cold brew concentrate,Specialty coffee products can be thoughtful gifts for coffee lovers.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P081,Dark Chocolate Bars,1,IN_WR_01,Personal Relaxation & Comfort,0.9,dark chocolate bars,Dark chocolate is often consumed for personal indulgence and comfort.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P081,Dark Chocolate Bars,2,IN_GSO_01,Thoughtful & Personalized Gifts,0.8,chocolate bars,Chocolate is a common and appreciated gift item for various occasions.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P081,Dark Chocolate Bars,3,IN_SEL_01,Eco-Conscious Products & Practices,0.7,fair-trade chocolate bars,Fair-trade certification indicates an eco-conscious and ethical product choice.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P081,Dark Chocolate Bars,4,IN_KDE_02,Dining & Serveware,0.6,chocolate bars,Chocolate bars can be served as a dessert or treat during dining.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P081,Dark Chocolate Bars,5,IN_PEP_01,Event Hosting & Supplies,0.5,chocolate bars,Chocolate bars can be served to guests at events or gatherings.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P082,Multivitamin Gummies,1,IN_PCH_01,Daily Hygiene & Grooming,0.9,daily nutritional support for adults,Multivitamin gummies are a key part of daily self-care routines for health maintenance.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P082,Multivitamin Gummies,2,IN_HF_01,Fitness & Exercise Equipment,0.8,daily nutritional support for adults,"Multivitamins support general health goals, which are often linked to fitness.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P082,Multivitamin Gummies,3,IN_WR_01,Personal Relaxation & Comfort,0.6,daily nutritional support,Maintaining good health through supplements contributes to overall personal comfort and well-being.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P082,Multivitamin Gummies,4,IN_GSO_01,Thoughtful & Personalized Gifts,0.3,multivitamin gummies,Health supplements can be given as thoughtful gifts to promote well-being.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P083,Microfiber Mop System,1,IN_CHE_01,Home Cleaning & Maintenance,0.9,microfiber mop system,This product is explicitly designed for cleaning and maintaining living spaces.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P083,Microfiber Mop System,2,IN_HOS_01,Efficient Home Organization,0.7,mop system with bucket and 2 refills,A complete mop system helps organize cleaning tools and supplies efficiently.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P083,Microfiber Mop System,3,IN_CHE_02,Eco-Friendly Household Solutions,0.6,microfiber mop system,"Microfiber mops are often chosen for their ability to clean effectively with less or no chemical cleaners, aligning with eco-friendly practices.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P083,Microfiber Mop System,4,IN_HMS_01,Home Repairs & DIY,0.5,mop system,"Regular cleaning and maintenance, like using a mop system, are essential for home upkeep.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P083,Microfiber Mop System,5,IN_HDA_01,Enhancing Home Aesthetics,0.4,mop system,"A clean home, achieved with a mop system, directly contributes to an enhanced home aesthetic.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P084,AA Alkaline Batteries (24pk),1,IN_CET_01,Electronic Devices & Gadgets,0.9,aa alkaline batteries,Batteries are essential components for powering a wide range of electronic devices and gadgets.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P084,AA Alkaline Batteries (24pk),2,IN_HASD_01,Smart Home & Appliance Upgrades,0.8,aa alkaline batteries,Many smart home devices and small appliances rely on AA batteries for power.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P084,AA Alkaline Batteries (24pk),3,IN_HMS_02,Home Safety & Security,0.7,aa alkaline batteries,Batteries are crucial for powering essential home safety devices like smoke detectors and flashlights.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P084,AA Alkaline Batteries (24pk),4,IN_OSS_01,Office & School Supplies,0.6,aa alkaline batteries,"Various office and school supplies, such as wireless mice or calculators, require batteries.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P084,AA Alkaline Batteries (24pk),5,IN_THI_01,General Tools & Hardware,0.5,aa alkaline batteries,"Many handheld tools and hardware items are battery-powered, requiring AA cells.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P085,Extension Cord (3ft),1,IN_HASD_01,Smart Home & Appliance Upgrades,0.8,grounded extension wire,"Extension cords are essential for powering appliances and electronic devices, supporting home functionality.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P085,Extension Cord (3ft),2,IN_CET_01,Electronic Devices & Gadgets,0.75,extension wire,It provides power connectivity for various electronic devices and gadgets.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P085,Extension Cord (3ft),3,IN_HMS_01,Home Repairs & DIY,0.6,extension cord,Extension cords are often used in DIY projects or temporary setups for power access.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P085,Extension Cord (3ft),4,IN_OSS_01,Office & School Supplies,0.55,extension cord,An extension cord can be useful in an office or study environment to power devices.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P085,Extension Cord (3ft),5,IN_THI_01,General Tools & Hardware,0.5,extension wire,"While not a tool itself, it's a common hardware item used with tools and for general utility.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P086,Rubber Bands (#33),1,IN_OSS_01,Office & School Supplies,0.95,rubber bands,Rubber bands are a classic office and school supply for organizing and bundling items.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P086,Rubber Bands (#33),2,IN_HOS_01,Efficient Home Organization,0.85,elastic rubber bands,"They are useful for bundling and organizing items around the home, aiding in decluttering.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P086,Rubber Bands (#33),3,IN_ACH_01,Creative Pursuits & Supplies,0.6,rubber bands,Rubber bands can be used in various craft projects and creative activities.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P086,Rubber Bands (#33),4,IN_THI_01,General Tools & Hardware,0.4,elastic rubber bands,"While not a traditional tool, they serve a functional purpose in various minor household tasks.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P086,Rubber Bands (#33),5,IN_HMS_01,Home Repairs & DIY,0.35,rubber bands,They can be temporarily used in DIY projects for holding things together or for minor repairs.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P087,Plastic Zip Ties (100pk),1,IN_HOS_01,Efficient Home Organization,0.95,nylon cable ties for wire management,"Zip ties are excellent for organizing cables and other items, contributing to efficient home organization.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P087,Plastic Zip Ties (100pk),2,IN_HMS_01,Home Repairs & DIY,0.85,plastic zip ties,They are commonly used in DIY projects and minor home repairs for securing or bundling items.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P087,Plastic Zip Ties (100pk),3,IN_THI_01,General Tools & Hardware,0.8,nylon cable ties,Zip ties are a versatile hardware item used for various fastening and bundling tasks.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P087,Plastic Zip Ties (100pk),4,IN_OSS_01,Office & School Supplies,0.7,cable ties for wire management,They are useful in office or school settings for managing and organizing cables and supplies.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P087,Plastic Zip Ties (100pk),5,IN_HASD_01,Smart Home & Appliance Upgrades,0.6,wire management,"Zip ties help manage wires for smart home devices and appliances, improving their setup.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P088,Super Glue (Gel),1,IN_HMS_01,Home Repairs & DIY,0.95,instant cyanoacrylate adhesive,Super glue is a primary tool for quick fixes and repairs around the house and in DIY projects.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P088,Super Glue (Gel),2,IN_THI_01,General Tools & Hardware,0.9,super glue (gel),Adhesives like super glue are fundamental hardware items for bonding and repair.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P088,Super Glue (Gel),3,IN_ACH_01,Creative Pursuits & Supplies,0.75,cyanoacrylate adhesive,Super glue is frequently used in various craft projects and artistic endeavors for quick bonding.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P088,Super Glue (Gel),4,IN_HOS_01,Efficient Home Organization,0.4,super glue,"It can be used for minor repairs on organizational items, extending their life and utility.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P088,Super Glue (Gel),5,IN_OSS_01,Office & School Supplies,0.35,super glue,Super glue can be useful for repairing broken office or school items.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P089,Bubble Wrap Roll,1,IN_HOS_01,Efficient Home Organization,0.9,packing material for shipping,Bubble wrap is used for organizing and protecting items for storage or transport.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P089,Bubble Wrap Roll,2,IN_TC_01,Travel Essentials & Efficiency,0.8,packing material for shipping,"This product facilitates safe and efficient transport of goods, relevant to travel or moving.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P089,Bubble Wrap Roll,3,IN_OSS_01,Office & School Supplies,0.7,packing material for shipping,Offices frequently use packing materials for shipping documents or products.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P089,Bubble Wrap Roll,4,IN_HMS_01,Home Repairs & DIY,0.6,packing material,Packing material can be used to protect items during home improvement or DIY projects.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P089,Bubble Wrap Roll,5,IN_GSO_01,Thoughtful & Personalized Gifts,0.5,packing material for shipping,This product is useful for safely sending gifts.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P090,Trash Can (Small),1,IN_CHE_01,Home Cleaning & Maintenance,0.95,trash can (small),"A trash can is a primary tool for waste disposal, essential for maintaining a clean home.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P090,Trash Can (Small),2,IN_OSS_01,Office & School Supplies,0.9,for bathroom or office,"This trash can is explicitly designed for use in an office environment, making it an essential office supply.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P090,Trash Can (Small),3,IN_HOS_01,Efficient Home Organization,0.85,5-gallon plastic bin,"This product helps organize and contain waste, contributing to efficient space management.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P090,Trash Can (Small),4,IN_HDA_01,Enhancing Home Aesthetics,0.6,plastic bin,The design and color of a trash can can contribute to the overall aesthetic of a room.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P090,Trash Can (Small),5,IN_CHE_02,Eco-Friendly Household Solutions,0.55,trash can,"A trash can is a fundamental part of waste management, which can involve sustainable practices.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P091,Flashlight Batteries (D),1,IN_HMS_02,Home Safety & Security,0.95,flashlight batteries (d),"These batteries power flashlights, which are essential tools for home safety during emergencies.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P091,Flashlight Batteries (D),2,IN_CET_01,Electronic Devices & Gadgets,0.9,d-cell batteries,Batteries are fundamental components that power various electronic devices and gadgets.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P091,Flashlight Batteries (D),3,IN_ORS_01,Outdoor Gear & Activities,0.8,flashlight batteries,"Flashlights are common outdoor gear, and these batteries provide the necessary power for them.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P091,Flashlight Batteries (D),4,IN_HMS_01,Home Repairs & DIY,0.7,heavy-duty d-cell batteries,Many tools used for home repairs and DIY projects rely on batteries for power.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P091,Flashlight Batteries (D),5,IN_HASD_01,Smart Home & Appliance Upgrades,0.6,d-cell batteries,"Batteries are essential for the operation of many household appliances, improving their functionality.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P092,Masking Tape (1-inch),1,IN_HMS_01,Home Repairs & DIY,0.95,general-purpose beige tape,"Masking tape is essential for painting, temporary fixes, and various DIY projects.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P092,Masking Tape (1-inch),2,IN_THI_01,General Tools & Hardware,0.9,general-purpose beige tape,Masking tape is a fundamental general-purpose tool and hardware item for many tasks.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P092,Masking Tape (1-inch),3,IN_ACH_01,Creative Pursuits & Supplies,0.85,general-purpose beige tape,"Masking tape is widely used in arts, crafts, and creative projects for various applications.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P092,Masking Tape (1-inch),4,IN_OSS_01,Office & School Supplies,0.8,general-purpose beige tape,"This tape is useful for temporary labeling, holding, and other tasks in office or school settings.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P092,Masking Tape (1-inch),5,IN_HOS_01,Efficient Home Organization,0.7,general-purpose beige tape,Masking tape can be used for temporary labeling or securing items during organization tasks.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P093,Shipping Tape (Clear),1,IN_HOS_01,Efficient Home Organization,0.9,box sealing,"Shipping tape is essential for sealing boxes, which is a key activity in home organization and storage.",v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
P093,Shipping Tape (Clear),2,IN_OSS_01,Office & School Supplies,0.85,shipping tape,Shipping tape is a common and necessary supply for packaging and mailing tasks in office environments.,v1,run_20260123_013928,gemini-2.5-flash,2026-01-23T01:39:28.622457
