campaign_id,campaign_name,rank,intent_id,intent_name,weight,rationale
CAMP_NEWYEAR,New Year / Fresh Start,8,IN_SEL_01,Eco-Conscious Products & Practices,0.0845,A 'fresh start' and 'new habits' often include adopting more sustainable and eco-friendly practices in household and personal choices.
CAMP_NEWYEAR,New Year / Fresh Start,9,IN_HDA_01,Enhancing Home Aesthetics,0.0704,A 'home reset' can also involve refreshing the look and feel of living spaces to create a renewed and inspiring ambiance.
CAMP_NEWYEAR,New Year / Fresh Start,10,IN_BMM_01,Reading & Literature,0.0704,"'Goal-setting' and 'new habits' often include personal growth through reading, learning, and intellectual development."
CAMP_MIDAUTUMN,Mid-Autumn Festival,1,IN_PEP_01,Event Hosting & Supplies,0.1471,"The brief highlights 'hosting essentials for reunion moments' and 'celebrate family togetherness,' directly aligning with event hosting."
CAMP_MIDAUTUMN,Mid-Autumn Festival,2,IN_GSO_01,Thoughtful & Personalized Gifts,0.1471,"'Mooncake gifting' and 'premium snack bundles' are explicitly mentioned as gift items for the festival, emphasizing thoughtful presents."
CAMP_MIDAUTUMN,Mid-Autumn Festival,3,IN_KDE_02,Dining & Serveware,0.1324,'Tea and table pairings' and 'hosting essentials' imply a need for serveware and dining items to enhance festive meal presentations.
CAMP_MIDAUTUMN,Mid-Autumn Festival,4,IN_HDA_01,Enhancing Home Aesthetics,0.1324,'Lantern-themed decor' is directly mentioned as a way to beautify living spaces and create a specific festive atmosphere.
CAMP_MIDAUTUMN,Mid-Autumn Festival,5,IN_KDE_01,Cooking & Food Preparation,0.1029,"While gifting is prominent, 'reunion moments' and 'seasonal traditions' suggest families may also prepare food, requiring cooking supplies."
CAMP_MIDAUTUMN,Mid-Autumn Festival,6,IN_WR_01,Personal Relaxation & Comfort,0.0882,"Tea consumption is often associated with relaxation, and 'family togetherness' contributes to a sense of comfort and well-being."
CAMP_MIDAUTUMN,Mid-Autumn Festival,7,IN_CHE_01,Home Cleaning & Maintenance,0.0735,Hosting 'reunion moments' and guests often necessitates cleaning and tidying up the home before and after the celebrations.
CAMP_MIDAUTUMN,Mid-Autumn Festival,8,IN_GOL_02,Outdoor Space Enhancement,0.0735,"Lanterns are commonly used outdoors during Mid-Autumn, and 'reunion moments' might extend to decorated outdoor living areas."
CAMP_MIDAUTUMN,Mid-Autumn Festival,9,IN_HOS_01,Efficient Home Organization,0.0588,Preparing for guests and hosting events can involve organizing the home to make space and manage items efficiently.
CAMP_MIDAUTUMN,Mid-Autumn Festival,10,IN_BMM_02,Music & Audio Entertainment,0.0441,'Family togetherness' and 'celebrations' often include background music or other audio entertainment to enhance the ambiance.
CAMP_CHRISTMAS,Christmas / Year-End Holidays,1,IN_GSO_01,Thoughtful & Personalized Gifts,0.1282,"'Gift-giving,' 'premium style gifts,' and 'party-ready bundles' are central themes, emphasizing thoughtful presents for the holidays."
CAMP_CHRISTMAS,Christmas / Year-End Holidays,2,IN_PEP_01,Event Hosting & Supplies,0.1282,"'Festive hosting,' 'family celebration sets,' and 'party-ready bundles' directly relate to preparing for and hosting holiday events."
CAMP_CHRISTMAS,Christmas / Year-End Holidays,3,IN_HDA_01,Enhancing Home Aesthetics,0.1154,'Home decor' is explicitly mentioned for creating a festive and inviting atmosphere for the Christmas and year-end holidays.
CAMP_CHRISTMAS,Christmas / Year-End Holidays,4,IN_KDE_02,Dining & Serveware,0.1154,"'Festive hosting,' 'family celebration sets,' and 'seasonal treats' imply a strong need for dining and serveware for holiday meals."
CAMP_CHRISTMAS,Christmas / Year-End Holidays,5,IN_FA_01,Apparel & Clothing,0.1026,"'Premium style gifts' can include apparel, and new outfits are often sought for holiday parties and celebrations."
CAMP_CHRISTMAS,Christmas / Year-End Holidays,6,IN_FA_02,Personal Accessories & Adornment,0.1026,'Premium style gifts' also encompass accessories that complement outfits and enhance personal style for festive occasions.
CAMP_CHRISTMAS,Christmas / Year-End Holidays,7,IN_KDE_01,Cooking & Food Preparation,0.0897,"'Festive hosting' and 'seasonal treats' often involve preparing special holiday meals and baked goods, requiring cooking supplies."
CAMP_CHRISTMAS,Christmas / Year-End Holidays,8,IN_CHE_01,Home Cleaning & Maintenance,0.0769,Hosting parties and family gatherings for the holidays requires cleaning and maintaining the home before and after guests arrive.
CAMP_CHRISTMAS,Christmas / Year-End Holidays,9,IN_BKE_02,Kids' Play & Development,0.0769,'Family celebration sets' and 'gift-giving' during Christmas frequently include toys and games for children's entertainment and development.
CAMP_CHRISTMAS,Christmas / Year-End Holidays,10,IN_WR_01,Personal Relaxation & Comfort,0.0641,'End-of-year togetherness' and the general holiday spirit can also involve seeking comfort and relaxation amidst the festivities.
